user_id,session_id,first_purchase_date,subscription_type,event_date,user_journey
10107,3655508,"2023-01-22 19:07:59",Annualy,"2023-01-22 16:11:52","Career tracks-Career tracks-Homepage-Career tracks"
10107,3655510,"2023-01-22 19:07:59",Annualy,"2023-01-22 16:09:44","Career tracks-Career tracks-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Courses"
10107,3655968,"2023-01-22 19:07:59",Annualy,"2023-01-22 16:55:34","Log in-Log in-Log in-Log in-Log in-Log in-Career tracks-Log in"
10107,3656751,"2023-01-22 19:07:59",Annualy,"2023-01-22 18:21:05","Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
10107,3656761,"2023-01-22 19:07:59",Annualy,"2023-01-22 18:44:05",Checkout-Checkout
10107,3657001,"2023-01-22 19:07:59",Annualy,"2023-01-22 18:46:47",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
10107,3657036,"2023-01-22 19:07:59",Annualy,"2023-01-22 18:48:54","Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
10107,3657049,"2023-01-22 19:07:59",Annualy,"2023-01-22 18:50:01",Checkout-Checkout
10107,3657083,"2023-01-22 19:07:59",Annualy,"2023-01-22 19:03:19","Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
10107,3657114,"2023-01-22 19:07:59",Annualy,"2023-01-22 18:58:43","Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
10107,3657143,"2023-01-22 19:07:59",Annualy,"2023-01-22 19:01:26",Checkout-Checkout
10107,3657160,"2023-01-22 19:07:59",Annualy,"2023-01-22 19:03:01",Checkout-Checkout
10107,3657165,"2023-01-22 19:07:59",Annualy,"2023-01-22 19:03:21",Checkout-Checkout
11145,3604036,"2023-02-02 05:32:00",Monthly,"2023-01-18 20:36:42","Log in-Log in-Homepage-Log in"
11145,3616619,"2023-02-02 05:32:00",Monthly,"2023-01-19 15:24:26","Log in-Log in"
11145,3663283,"2023-02-02 05:32:00",Monthly,"2023-01-23 08:33:46","Log in-Log in-Homepage-Log in"
11145,3732821,"2023-02-02 05:32:00",Monthly,"2023-01-27 21:32:14","Log in-Log in-Log in-Log in-Homepage-Log in"
11145,3762550,"2023-02-02 05:32:00",Monthly,"2023-01-30 07:15:39","Log in-Log in-Homepage-Log in"
11145,3820355,"2023-02-02 05:32:00",Monthly,"2023-02-01 21:16:57","Log in-Log in-Homepage-Log in"
11145,3824728,"2023-02-02 05:32:00",Monthly,"2023-02-02 05:29:53",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
12400,3981254,"2023-02-16 14:26:40",Monthly,"2023-02-14 17:56:01","Log in-Log in-Log in-Log in-Sign up-Log in-Career tracks-Sign up-Career tracks-Career tracks-Homepage-Career tracks"
12400,3981424,"2023-02-16 14:26:40",Monthly,"2023-02-14 18:12:29","Resource center-Resource center-Resource center-Resource center-Resource center-Resource center-Career track certificate-Resource center-Other-Career track certificate"
12400,4007641,"2023-02-16 14:26:40",Monthly,"2023-02-16 14:15:22","Log in-Log in-Homepage-Log in-Instructors-Homepage-Homepage-Instructors"
12400,4007777,"2023-02-16 14:26:40",Monthly,"2023-02-16 14:24:56",Checkout-Checkout
13082,4082241,"2023-02-28 12:50:29",Monthly,"2023-02-21 18:00:22",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
13082,4170113,"2023-02-28 12:50:29",Monthly,"2023-02-27 20:30:50",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
13082,4170146,"2023-02-28 12:50:29",Monthly,"2023-02-27 20:33:09",Checkout-Checkout
13082,4179007,"2023-02-28 12:50:29",Monthly,"2023-02-28 12:18:12","Log in-Log in-Sign up-Sign up-Sign up-Sign up-Homepage-Sign up"
13082,4179383,"2023-02-28 12:50:29",Monthly,"2023-02-28 12:48:23",Checkout-Checkout
14415,3592143,"2023-02-02 10:09:27",Monthly,"2023-01-18 06:23:44","Sign up-Sign up-Sign up-Sign up-Pricing-Sign up-Pricing-Sign up"
14415,3666190,"2023-02-02 10:09:27",Monthly,"2023-01-23 12:48:33","Log in-Log in-Homepage-Log in"
14415,3722839,"2023-02-02 10:09:27",Monthly,"2023-01-27 06:18:07","Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
14415,3828098,"2023-02-02 10:09:27",Monthly,"2023-02-02 10:04:00",Checkout-Checkout
14415,3828133,"2023-02-02 10:09:27",Monthly,"2023-02-02 10:07:49",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
15630,2840652,"2023-03-28 18:27:51",Annualy,"2022-12-02 13:03:59",Checkout-Checkout-Checkout-Checkout
15630,3092839,"2023-03-28 18:27:51",Annualy,"2022-12-16 09:07:24",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
15630,3525204,"2023-03-28 18:27:51",Annualy,"2023-01-12 08:45:59",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Pricing-Checkout
15630,4227640,"2023-03-28 18:27:51",Annualy,"2023-03-01 22:04:12",Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other
15630,4227849,"2023-03-28 18:27:51",Annualy,"2023-03-01 22:10:08","Log in-Log in-Homepage-Log in"
15630,4227990,"2023-03-28 18:27:51",Annualy,"2023-03-01 22:15:13",Checkout-Checkout-Checkout-Checkout
15630,4691158,"2023-03-28 18:27:51",Annualy,"2023-03-22 09:43:26",Coupon-Coupon
15630,4714040,"2023-03-28 18:27:51",Annualy,"2023-03-23 14:49:23","Log in-Log in-Homepage-Log in"
15630,4745433,"2023-03-28 18:27:51",Annualy,"2023-03-25 14:20:04",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
15630,4793691,"2023-03-28 18:27:51",Annualy,"2023-03-28 18:26:31",Checkout-Checkout-Checkout-Checkout
16589,3493454,"2023-01-12 14:28:32",Quarterly,"2023-01-09 16:37:45","Sign up-Sign up-Sign up-Sign up-Pricing-Sign up-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Homepage-Pricing-Homepage-Homepage-Homepage-Career tracks-Homepage-Career tracks-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks"
16589,3503180,"2023-01-12 14:28:32",Quarterly,"2023-01-10 12:55:42","Sign up-Sign up-Sign up-Sign up-Homepage-Sign up"
16589,3528526,"2023-01-12 14:28:32",Quarterly,"2023-01-12 14:28:17",Checkout-Checkout-Checkout-Checkout
20355,4283897,"2023-03-03 14:59:58",Monthly,"2023-03-03 14:07:31","Pricing-Pricing-Pricing-Pricing-Career track certificate-Pricing-Career track certificate-Career track certificate-Courses-Career track certificate-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Pricing-Courses"
20355,4285452,"2023-03-03 14:59:58",Monthly,"2023-03-03 14:55:01","Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
20355,4285577,"2023-03-03 14:59:58",Monthly,"2023-03-03 14:58:55",Checkout-Checkout
22679,3647017,"2023-01-22 01:00:35",Annualy,"2023-01-21 21:32:32",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
22679,3648373,"2023-01-22 01:00:35",Annualy,"2023-01-22 00:59:27",Coupon-Coupon-Coupon-Coupon
24414,3634177,"2023-01-20 18:49:25",Annualy,"2023-01-20 18:48:19",Coupon-Coupon
24414,3634180,"2023-01-20 18:49:25",Annualy,"2023-01-20 18:48:55",Coupon-Coupon-Coupon-Coupon
31705,3591399,"2023-01-18 07:26:59",Annualy,"2023-01-18 05:20:03","Log in-Log in-Log in-Log in-Homepage-Log in"
31705,3591408,"2023-01-18 07:26:59",Annualy,"2023-01-18 05:21:11","Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
31705,3591431,"2023-01-18 07:26:59",Annualy,"2023-01-18 05:25:54",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
31705,3592763,"2023-01-18 07:26:59",Annualy,"2023-01-18 07:14:20",Checkout-Checkout
31705,3592778,"2023-01-18 07:26:59",Annualy,"2023-01-18 07:16:33",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
31705,3592875,"2023-01-18 07:26:59",Annualy,"2023-01-18 07:24:55",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
34689,3728492,"2023-02-14 07:02:03",Monthly,"2023-01-27 15:33:21","Log in-Log in-Sign up-Log in-Courses-Sign up-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Homepage-Career tracks"
34689,3782453,"2023-02-14 07:02:03",Monthly,"2023-01-31 10:57:38","Log in-Log in-Homepage-Log in"
34689,3959616,"2023-02-14 07:02:03",Monthly,"2023-02-13 13:42:27","Log in-Log in"
34689,3969165,"2023-02-14 07:02:03",Monthly,"2023-02-14 07:00:21",Checkout-Checkout-Checkout-Checkout
34912,3611156,"2023-01-19 09:14:12",Annualy,"2023-01-19 09:08:24","Log in-Log in-Log in-Log in-Log in-Log in"
34912,3611166,"2023-01-19 09:14:12",Annualy,"2023-01-19 09:09:34",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
37614,2960407,"2023-01-19 10:50:06",Annualy,"2022-12-10 14:24:15","Log in-Log in-Log in-Log in-Log in-Log in"
37614,2960417,"2023-01-19 10:50:06",Annualy,"2022-12-10 14:24:57",Checkout-Checkout
37614,3229791,"2023-01-19 10:50:06",Annualy,"2022-12-21 17:07:51",Courses-Pricing-Homepage-Courses
37614,3578314,"2023-01-19 10:50:06",Annualy,"2023-01-17 13:01:51","Homepage-Pricing-Homepage-Homepage-Career tracks-Sign up-Homepage-Career tracks"
37614,3581347,"2023-01-19 10:50:06",Annualy,"2023-01-17 16:32:25",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
37614,3581355,"2023-01-19 10:50:06",Annualy,"2023-01-17 16:14:04",Checkout-Checkout-Pricing-Checkout
37614,3585373,"2023-01-19 10:50:06",Annualy,"2023-01-17 19:23:49",Pricing-Checkout
37614,3592447,"2023-01-19 10:50:06",Annualy,"2023-01-18 06:48:56","Career tracks-Pricing-Career tracks-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks"
37614,3597973,"2023-01-19 10:50:06",Annualy,"2023-01-18 14:22:27",Other-Other-Other-Other-Other-Other-Homepage-Other
37614,3601797,"2023-01-19 10:50:06",Annualy,"2023-01-18 17:45:15","Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
37614,3601812,"2023-01-19 10:50:06",Annualy,"2023-01-18 17:46:25",Checkout-Checkout-Checkout-Checkout
37614,3610272,"2023-01-19 10:50:06",Annualy,"2023-01-19 07:59:26","Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
37614,3611114,"2023-01-19 10:50:06",Annualy,"2023-01-19 09:06:22","Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in"
37614,3611187,"2023-01-19 10:50:06",Annualy,"2023-01-19 09:40:51",Coupon-Coupon-Coupon-Coupon
37614,3612254,"2023-01-19 10:50:06",Annualy,"2023-01-19 10:36:29",Coupon-Coupon-Coupon-Coupon
37614,3612310,"2023-01-19 10:50:06",Annualy,"2023-01-19 10:49:25",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
39452,3747997,"2023-01-31 08:29:43",Annualy,"2023-01-29 04:36:57","Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Log in-Courses-Sign up"
39452,3777626,"2023-01-31 08:29:43",Annualy,"2023-01-31 04:31:52",Other-Other
39452,3780196,"2023-01-31 08:29:43",Annualy,"2023-01-31 08:25:03",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
39452,3780278,"2023-01-31 08:29:43",Annualy,"2023-01-31 08:29:16",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
41200,3597671,"2023-01-25 11:47:20",Annualy,"2023-01-18 13:53:59",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
41200,3597893,"2023-01-25 11:47:20",Annualy,"2023-01-18 14:11:32",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
41200,3653885,"2023-01-25 11:47:20",Annualy,"2023-01-22 13:21:24",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
41200,3653958,"2023-01-25 11:47:20",Annualy,"2023-01-22 13:28:21",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
41200,3654042,"2023-01-25 11:47:20",Annualy,"2023-01-22 13:34:59",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
41200,3697645,"2023-01-25 11:47:20",Annualy,"2023-01-25 11:45:37",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
60084,4705653,"2023-03-23 04:41:10",Monthly,"2023-03-23 04:32:50",Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other
71559,3614913,"2023-01-19 13:50:49",Annualy,"2023-01-19 13:42:58",Coupon-Coupon
71559,3615042,"2023-01-19 13:50:49",Annualy,"2023-01-19 13:48:17","Checkout-Checkout-Pricing-Checkout-Pricing-Sign up"
72771,3655006,"2023-01-29 13:33:44",Monthly,"2023-01-22 15:15:09","Log in-Log in"
72771,3752509,"2023-01-29 13:33:44",Monthly,"2023-01-29 13:30:10",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
74256,4709692,"2023-03-24 06:41:36",Annualy,"2023-03-23 10:06:56","Sign up-Sign up-Sign up-Sign up"
74256,4711043,"2023-03-24 06:41:36",Annualy,"2023-03-23 11:33:33","Log in-Log in-Log in-Log in-Log in-Log in"
74256,4725065,"2023-03-24 06:41:36",Annualy,"2023-03-24 06:31:50","Log in-Log in-Log in-Log in-Homepage-Log in-Other-Other-Other-Other-Other-Other"
74256,4725163,"2023-03-24 06:41:36",Annualy,"2023-03-24 06:40:01",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
75048,3615439,"2023-01-19 14:20:28",Annualy,"2023-01-19 14:15:50",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
82563,4266984,"2023-03-03 02:24:44",Monthly,"2023-03-03 00:05:35","Sign up-Sign up-Courses-Sign up"
82563,4267992,"2023-03-03 02:24:44",Monthly,"2023-03-03 01:15:31",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
82563,4269029,"2023-03-03 02:24:44",Monthly,"2023-03-03 02:24:08",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
88208,3470241,"2023-01-21 13:07:56",Annualy,"2023-01-07 13:15:57","Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Pricing-Career tracks-Career tracks-Homepage-Career tracks"
88208,3472094,"2023-01-21 13:07:56",Annualy,"2023-01-07 17:09:14","Career tracks-Career tracks-Homepage-Career tracks"
88208,3472125,"2023-01-21 13:07:56",Annualy,"2023-01-07 17:11:11","Pricing-Pricing-Homepage-Pricing-Homepage-Homepage-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage-Career tracks-Career tracks-Homepage-Career tracks"
88208,3472188,"2023-01-21 13:07:56",Annualy,"2023-01-07 17:19:43","Courses-Courses-Courses-Courses-Career tracks-Courses-Courses-Courses-Courses-Courses-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Homepage-Career tracks"
88208,3472441,"2023-01-21 13:07:56",Annualy,"2023-01-07 17:47:12","Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage-Career tracks-Career tracks-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Career tracks"
88208,3477661,"2023-01-21 13:07:56",Annualy,"2023-01-08 08:28:47","Log in-Log in-Pricing-Log in-Resource center-Pricing-Resource center-Resource center-Course certificate-Resource center-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Homepage-Course certificate"
88208,3618788,"2023-01-21 13:07:56",Annualy,"2023-01-19 17:54:47",Pricing-Pricing-Pricing-Pricing-Homepage-Pricing
88208,3619207,"2023-01-21 13:07:56",Annualy,"2023-01-19 18:28:40","Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Pricing-Career tracks"
88208,3623970,"2023-01-21 13:07:56",Annualy,"2023-01-20 04:45:43","Career track certificate-Career track certificate-Career tracks-Career tracks-Career track certificate-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Homepage-Career track certificate"
88208,3625342,"2023-01-21 13:07:56",Annualy,"2023-01-20 06:26:16","Log in-Log in-Homepage-Log in"
88208,3629254,"2023-01-21 13:07:56",Annualy,"2023-01-20 12:13:56","Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Courses-Career tracks-Career tracks-Career track certificate-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Homepage-Career track certificate"
88208,3629369,"2023-01-21 13:07:56",Annualy,"2023-01-20 12:20:13","Log in-Log in"
88208,3630604,"2023-01-21 13:07:56",Annualy,"2023-01-20 14:20:16","Log in-Log in-Homepage-Log in"
88208,3639385,"2023-01-21 13:07:56",Annualy,"2023-01-21 07:55:43","Log in-Log in-Homepage-Log in"
88208,3641543,"2023-01-21 13:07:56",Annualy,"2023-01-21 12:47:57","Log in-Log in-Homepage-Log in"
88208,3641552,"2023-01-21 13:07:56",Annualy,"2023-01-21 12:49:52",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
88208,3641605,"2023-01-21 13:07:56",Annualy,"2023-01-21 12:56:20",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
88208,3641648,"2023-01-21 13:07:56",Annualy,"2023-01-21 13:00:01",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
96793,3591450,"2023-01-18 05:28:10",Annualy,"2023-01-18 05:26:00",Homepage-Pricing
96793,3591456,"2023-01-18 05:28:10",Annualy,"2023-01-18 05:27:05",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
97516,3755045,"2023-01-29 17:08:08",Annualy,"2023-01-29 16:58:49","Log in-Log in-Courses-Log in-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Homepage-Courses"
97516,3755132,"2023-01-29 17:08:08",Annualy,"2023-01-29 17:06:00",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
102461,3023818,"2023-01-19 07:07:39",Annualy,"2022-12-13 15:59:34",Pricing-Pricing-Instructors-Pricing
102461,3598531,"2023-01-19 07:07:39",Annualy,"2023-01-18 14:52:10","Pricing-Pricing-Success stories-Pricing-Success stories-Success stories-Homepage-Success stories"
102461,3609644,"2023-01-19 07:07:39",Annualy,"2023-01-19 07:06:05",Coupon-Coupon-Coupon-Coupon
105172,3598970,"2023-01-18 15:18:31",Annualy,"2023-01-18 15:17:39",Coupon-Coupon-Coupon-Coupon
105951,3707087,"2023-01-26 06:37:55",Annualy,"2023-01-26 02:23:03",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
105951,3708891,"2023-01-26 06:37:55",Annualy,"2023-01-26 06:21:54",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Pricing-Checkout
108970,3333726,"2023-01-24 13:00:28",Annualy,"2022-12-27 13:53:29","Homepage-Homepage-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage-Homepage-Sign up"
108970,3403196,"2023-01-24 13:00:28",Annualy,"2023-01-02 09:15:15",Pricing-Checkout-Homepage-Pricing
108970,3464962,"2023-01-24 13:00:28",Annualy,"2023-01-07 00:46:13","Pricing-Checkout-Homepage-Pricing-Homepage-Sign up"
108970,3469496,"2023-01-24 13:00:28",Annualy,"2023-01-07 11:44:09","Sign up-Sign up-Sign up-Sign up-Pricing-Sign up-Homepage-Pricing-Homepage-Sign up"
108970,3471532,"2023-01-24 13:00:28",Annualy,"2023-01-07 15:58:57",Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
108970,3474562,"2023-01-24 13:00:28",Annualy,"2023-01-07 23:03:27",Pricing-Checkout-Homepage-Pricing
108970,3475055,"2023-01-24 13:00:28",Annualy,"2023-01-08 00:43:31",Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Other-Courses-Pricing-Other
108970,3475496,"2023-01-24 13:00:28",Annualy,"2023-01-08 02:04:19","Courses-Sign up"
108970,3521787,"2023-01-24 13:00:28",Annualy,"2023-01-12 00:42:31","Log in-Log in"
108970,3530118,"2023-01-24 13:00:28",Annualy,"2023-01-12 16:57:14","Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Sign up-Courses"
108970,3665320,"2023-01-24 13:00:28",Annualy,"2023-01-23 11:44:38",Pricing-Checkout-Homepage-Pricing
108970,3681256,"2023-01-24 13:00:28",Annualy,"2023-01-24 12:57:05","Log in-Log in"
108970,3681271,"2023-01-24 13:00:28",Annualy,"2023-01-24 12:59:26",Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
